# 3D points
# X Y Z R G B
11.541977 -1.985722 0.833513 200 210 214
11.541977 -1.985722 0.833513 200 210 214
91.312157 23.099892 -83.027557 255 255 252
28.895308 11.590739 -29.086683 178 178 178
10.061633 4.923478 -15.749839 43 49 50
31.673197 11.963285 -23.225212 237 221 204
10.551140 5.176160 -17.561785 181 190 192
10.399680 4.381279 -16.375811 210 218 223
12.647559 2.897639 -12.088595 10 15 21
11.857077 2.584856 1.145115 143 182 137
11.708053 1.399619 2.397463 31 20 3
10.508322 4.549448 -16.445560 6 9 16
13.090583 3.484061 -3.412336 216 214 212
9.932829 4.731767 -16.564861 23 19 30
10.423113 4.362806 -16.364351 17 25 30
10.423113 4.362806 -16.364351 17 25 30
11.951675 3.446940 -14.887098 206 208 208
11.134226 1.037639 3.880408 237 240 216
11.134226 1.037639 3.880408 237 240 216
10.453942 4.341904 -16.348772 14 25 26
11.879697 3.568830 -15.039405 215 217 217
21.353804 8.865351 -28.479383 179 163 159
11.309190 1.072639 3.538331 241 233 209
10.841977 6.589900 -18.519962 171 171 171
11.309190 1.072639 3.538331 241 233 209
13.513785 2.449199 -10.164890 164 162 129
13.003603 6.636481 -20.732450 11 14 21
12.117442 6.401641 -19.253002 187 142 148
37.351254 12.878654 -45.555069 210 205 191
31.133114 10.308101 -22.810308 3 4 9
12.099642 3.598619 -14.801276 0 0 1
12.001167 6.359234 -19.086437 57 22 25
12.001167 6.359234 -19.086437 57 22 25
10.763873 0.498002 5.077586 242 244 218
30.464243 12.230947 -31.315187 31 29 30
30.464243 12.230947 -31.315187 31 29 30
8.865863 6.474706 -15.563102 36 44 51
10.890539 4.163881 -16.137043 17 23 24
143.466858 36.593655 -126.293831 185 186 191
11.288692 1.048100 3.575193 30 17 0
12.018057 2.100447 1.018108 182 181 174
12.690246 2.779229 -11.718486 5 10 16
15.462123 13.233978 -21.044941 1 4 15
11.634408 6.363043 -18.906750 22 3 7
31.912266 12.569400 -31.691610 180 186 187
12.021229 2.050464 1.128503 237 238 226
10.397736 4.674341 -16.522686 10 15 23
12.433893 1.012465 -10.592714 232 237 233
11.117303 4.439749 -15.010653 148 154 157
27.718634 10.685659 -29.180601 200 184 178
27.718634 10.685659 -29.180601 200 184 178
9.327472 5.288691 -16.437767 24 22 30
10.195454 4.775669 -14.407281 12 18 21
11.529731 6.348450 -18.819046 201 184 185
9.341916 5.302178 -16.539959 0 0 0
9.383077 5.433964 -16.408808 0 0 0
12.437193 0.929028 -10.437539 251 255 242
11.661404 -1.875745 0.260512 185 191 194
9.383077 5.433964 -16.408808 0 0 0
17.409882 7.661865 -22.706123 188 168 161
10.585015 4.327455 -15.758905 6 6 6
87.856331 22.128376 -82.279587 200 200 197
12.418994 0.199111 -3.262113 168 178 175
13.484595 2.479004 -10.659879 51 56 52
13.484595 2.479004 -10.659879 51 56 52
12.798594 3.172715 -2.068911 14 7 5
11.252789 6.357496 -18.665625 30 4 10
9.319221 5.423461 -16.538607 9 21 27
11.475326 1.332284 2.954978 226 220 195
10.788782 0.883174 -10.122028 53 56 65
10.390428 6.505553 -18.171234 0 0 2
9.455851 5.615292 -16.913401 0 10 22
31.686144 4.578083 -38.704361 14 15 20
14.559052 8.080517 -15.495425 6 10 14
66.037750 26.993084 -52.560200 173 182 165
12.310235 3.088560 -11.084905 69 74 82
40.012638 2.295941 -38.120895 23 22 25
26.095699 10.907866 -27.111238 0 0 6
27.084795 17.860178 -26.662699 10 6 17
43.147121 23.355309 -41.221161 2 0 6
32.005348 12.924036 -32.137978 0 0 0
10.285946 5.691712 -16.962128 16 15 20
9.180058 5.806397 -16.814331 0 8 19
9.023415 5.803982 -16.126345 31 24 27
12.706519 6.419497 -19.584265 226 178 176
12.706519 6.419497 -19.584265 226 178 176
11.348953 -2.763819 2.179840 179 196 202
13.044023 3.742929 -3.435582 4 0 13
11.628144 5.049473 -16.531160 32 40 49
17.814075 -0.546627 -16.679529 0 5 6
9.926903 4.613729 -16.069695 224 224 221
12.605286 2.577932 -12.185033 20 24 28
11.961033 -1.726560 -7.016372 64 67 76
12.605286 2.577932 -12.185033 20 24 28
11.128838 3.998288 -14.447403 19 27 34
29.391893 -2.899738 -29.536850 181 196 203
11.128838 3.998288 -14.447403 19 27 34
12.573549 6.659344 -19.943626 179 177 175
12.713340 2.884870 -9.742638 59 69 77
12.903528 2.253350 -15.316853 18 20 15
11.072112 3.441817 -15.191126 19 23 25
13.466208 1.769825 -16.173557 0 0 6
29.918932 -0.886707 -29.202858 17 16 19
21.676088 5.640898 -22.520462 201 187 173
28.274679 1.773101 -26.858322 219 191 189
10.820379 3.635451 -15.172164 0 0 0
28.233261 -7.453641 -27.983942 16 32 43
22.843367 -0.557825 -23.707407 22 32 38
22.359047 0.936354 -22.830744 17 19 19
18.590117 2.100987 -19.720249 18 19 22
11.218958 2.914578 -14.855967 0 0 0
17.189896 -0.464557 -19.488068 21 32 43
12.089423 2.667541 -15.317052 0 2 0
12.089423 2.667541 -15.317052 0 2 0
12.233783 2.568911 -15.385482 39 40 43
12.528646 2.035006 -15.506020 24 35 36
13.133438 2.109339 -15.411341 0 0 0
13.288171 3.444330 -16.836132 26 23 27
13.910490 3.199380 -16.886927 16 15 18
14.813132 -0.149440 -16.980297 7 9 23
13.774373 5.094082 -16.338503 120 121 124
13.774373 5.094082 -16.338503 120 121 124
12.139220 2.040788 -14.972744 23 20 24
18.593798 -1.726593 -19.545559 7 18 31
26.583616 -3.162884 -27.694134 3 18 32
20.204784 5.879139 -21.296310 190 194 196
11.652778 -2.163392 0.181094 158 166 171
31.614220 -9.720456 -30.016870 25 39 51
11.323649 3.214248 -15.114314 17 16 21
12.493835 2.036916 -15.485176 213 224 225
12.347025 3.194840 -16.389824 0 1 12
12.256161 3.250459 -16.390520 1 20 28
18.390182 2.990983 -19.104256 28 2 8
19.414085 -1.100077 -20.835670 25 58 77
14.336669 0.286555 -16.803967 21 21 29
12.478623 2.057248 -15.474433 25 35 39
13.248951 3.731424 -16.754396 48 48 45
15.560705 5.258088 -19.424183 198 196 194
11.785748 2.919159 -15.353574 0 0 0
10.835566 3.485744 -15.143164 5 10 6
10.392585 1.409610 0.530235 254 255 228
21.483833 6.011798 -22.497829 2 0 5
21.483833 6.011798 -22.497829 2 0 5
11.122632 3.054770 -14.871358 65 63 61
28.554598 -3.747333 -30.615273 24 39 53
68.815781 -3.908852 -60.283737 22 15 15
23.313229 -1.681690 -24.552160 9 18 29
10.893480 3.270321 -14.866974 65 60 59
10.893480 3.270321 -14.866974 65 60 59
12.872277 2.418302 -17.019119 210 227 231
13.939460 5.382835 -18.075506 183 181 177
20.503527 5.923053 -21.708841 178 179 184
11.866749 2.955395 -15.877781 7 18 31
29.419016 1.714695 -27.845381 38 10 8
21.796341 5.650155 -22.526871 177 166 159
20.878277 -1.244928 -19.721428 4 7 16
20.878277 -1.244928 -19.721428 4 7 16
17.202898 0.862204 -19.048744 18 18 26
10.587366 4.203485 -15.214170 184 190 193
18.540161 -1.241550 -20.818672 25 39 51
29.038784 -5.729233 -30.963377 17 48 63
56.445824 -19.489487 -54.882961 17 48 63
13.936384 1.017120 -15.077037 0 0 0
16.041843 5.297822 -19.745647 165 165 165
13.875228 3.432617 -16.823784 37 35 33
28.696808 -5.817592 -29.550411 16 52 77
17.616892 2.369968 -20.125885 12 16 20
30.936867 0.448630 -29.541975 55 55 55
11.174344 -1.191718 -2.428620 174 189 196
20.602818 6.029362 -21.903721 3 2 7
15.075936 1.504335 -18.945261 33 66 87
27.830202 2.477803 -26.566017 225 179 179
13.922629 1.757828 -16.496349 11 26 33
21.063904 -1.286654 -19.831413 211 219 226
23.675970 -1.145820 -23.817095 20 47 61
29.293238 2.628758 -28.786184 180 173 176
10.353001 4.164418 -15.241131 2 12 18
10.994579 3.269294 -14.924928 53 48 45
18.613031 0.805209 -20.092159 65 90 105
25.426975 5.053754 -1.857247 204 207 199
88.033134 -46.926033 -14.004007 0 0 0
18.872942 -0.472799 -8.314766 216 220 224
15.610250 -0.712185 -7.100335 1 0 0
36.922554 6.915458 5.584157 144 152 140
14.770356 1.023953 -10.822598 47 43 56
29.492962 -11.209042 -8.365931 5 4 9
24.756760 -10.305602 -4.452000 20 13 11
16.737274 -1.363515 -6.793813 15 19 23
111.300934 18.543676 -24.333578 113 115 115
111.300934 18.543676 -24.333578 113 115 115
40.792336 -11.389782 -14.233765 10 20 26
27.476831 -9.353740 -5.727044 4 6 6
22.848728 -7.552348 -5.151339 238 237 240
27.673050 -3.268485 -6.843962 0 0 0
13.993561 0.658696 -7.551422 0 4 9
21.883574 -5.279577 -7.379749 0 0 0
96.455658 -28.447790 -38.035000 14 46 58
25.439932 -10.869649 -4.426864 21 16 18
21.812416 -7.530042 -4.834085 68 66 67
23.458696 -5.814952 -9.864516 0 0 0
24.398464 4.837960 -1.450022 172 178 169
22.578169 -7.131611 -5.234803 45 45 45
30.681276 -7.781090 -6.854040 191 193 193
17.106447 -0.585679 -6.415051 61 69 74
23.042431 -6.035614 -7.208098 213 215 215
18.356699 -2.350113 -4.111196 13 21 28
58.380833 -23.365629 -17.082396 26 53 63
18.986296 -3.232785 -10.437183 0 13 23
21.194550 -5.040273 -7.671144 0 0 0
20.088779 -4.364947 -7.225636 12 10 11
47.589893 -19.583153 -24.638344 12 26 36
74.344727 -48.473442 -28.240528 5 3 15
45.202061 -25.990150 -15.986051 3 0 6
16.966883 -1.540007 -4.863441 11 16 22
17.458790 -2.839072 -10.276804 4 13 24
38.031029 -13.965048 -20.493870 175 191 202
20.397558 -4.153539 -7.191413 210 210 207
10.485628 1.191142 1.199777 26 18 0
16.773710 -0.466458 -6.923800 29 40 51
19.423975 -3.833453 -9.980951 15 25 29
19.590816 -3.949491 -7.055571 34 33 36
19.920876 5.416011 -6.029794 197 206 189
69.754044 0.762588 -59.949799 35 38 45
22.108475 -3.681793 -15.729924 0 5 16
23.298151 -5.049688 -19.351057 0 0 4
20.117382 -1.528277 -9.707958 194 205 206
104.231377 -19.080790 -109.795105 42 76 90
16.177273 -2.198932 -4.504600 14 24 32
20.791857 -5.521007 -13.255182 81 90 90
17.926941 -1.037811 -11.878334 5 14 16
12.000378 -2.119117 1.968534 188 197 199
18.977573 -2.987409 -14.642655 26 37 48
15.797740 -3.114381 -4.438119 239 246 244
11.488049 2.089216 -5.022381 45 44 49
18.879534 -2.794306 -9.453216 217 215 211
11.355759 -0.526647 0.196090 126 143 149
40.029629 -10.375022 -39.868694 19 46 60
23.416201 -5.451748 -17.295691 181 189 196
19.641270 0.618519 -9.408296 183 184 189
12.398528 1.712228 4.832706 166 192 169
19.080151 -2.050979 -8.873420 163 173 179
18.487789 -2.322073 -9.590404 0 0 4
18.295614 -0.127160 -7.192460 0 5 11
71.810104 -29.149004 -13.555480 0 4 17
11.162487 2.557173 -1.501194 142 137 134
21.107573 -4.083226 -0.416785 1 6 14
24.116255 -2.100949 0.184921 20 18 14
25.733343 -6.623303 -1.653487 51 51 59
17.542442 -1.750239 -0.369869 12 20 29
21.360840 0.587204 -2.234624 136 138 135
17.873362 -4.439089 -0.379605 3 11 1
18.387501 -0.942229 -0.188722 59 67 76
28.293175 -7.207224 -3.202748 207 208 213
11.355227 0.779782 -1.018696 130 139 141
36.777321 4.758973 9.239969 175 183 173
42.480442 -19.553057 9.473063 0 0 0
36.558022 -15.882375 8.054246 20 17 23
32.833111 -9.960350 6.490030 1 6 12
20.690485 -5.011686 3.963174 0 9 20
40.997799 -20.370436 9.443190 33 32 35
11.242102 0.318385 6.303638 0 0 0
13.940939 -1.026682 5.683983 0 19 23
28.779743 -7.844272 5.581251 38 51 66
30.771469 -11.328294 6.403518 0 4 8
38.975986 -14.962553 8.611889 1 6 12
19.271223 -2.453436 3.119066 63 73 79
15.738302 1.559468 5.225378 4 19 35
12.159191 -3.115998 5.682672 201 206 214
